reviewer_name,reviewer_rating,reviewer_date,language,reviewer_review,reviewer_ContributorLevel,reviewer_HelpfulVotes,SentimentScore,KeyPhrases
180simonm,ui_bubble_rating bubble_40,Date of experience: September 2018,en,"The castle itself is very imposing, and like a fairy tail castle. Went on the castle tour, very informative, although the story of its creator is rather sad. Unfortunately it is now very touristy with peolpe evrwhere. Enjoyed our visit though despite this as we ahd always wanted to see it. Didn't buy anything as we couldn't be bothered to brave the queues. You can't take photos of the inside........",Level 5 Contributor,17 Helpful votes,0.0714661479,"castle tour, fairy tail castle, story, peolpe evrwhere, creator, visit, ahd, photos, inside, queues"
PicklesPerth01,ui_bubble_rating bubble_50,Date of experience: December 2018,en,As an introduction to snow this was a great adventure from Munich. Once you battle for a seat on the train then the bus it's a great walk uphill. Due to the extreme cold and bodies that had yet to acclimatise to the weather we didn't end up completing our prebooked tour as it would have put us back on the late train (they only come every 2 hours) it is worthwhile just to see the countryside and experience the wonderment of snow. A nice unrushed afternoon tea in Fussen completed the day.,Level 4 Contributor,15 Helpful votes,0.5,"great adventure, great walk, wonderment of snow, late train, Fussen, nice unrushed afternoon tea, bus, day, countryside, bodies, seat, Munich, introduction, prebooked tour, hours, weather"
adv40624,ui_bubble_rating bubble_20,Date of experience: December 2018,en,"I first visited this castle in 2001 and recently went back with friends. It is amazing how popular it has become and sadly, is now a tourist trap. The first time I toured the inside of the castle and only a few rooms are actually finished. Most of the castle was never completed and remains that way today. Skip the pricey tour and just take the walking trail to the top and view the castle from the outside. The views are amazing from the overlook points. The trail takes about 20-30 minute to walk. We went on a Sunday and I was blown away by the sheer number of people from China that were there.",Level 4 Contributor,26 Helpful votes,0.1784625649,"castle, walking trail, sheer number of people, China, views, overlook points, pricey tour, inside, tourist trap, time, minute, rooms, outside, friends, way"
Lucie N,ui_bubble_rating bubble_30,Date of experience: November 2018,en,"We decided to visit the beautiful Neuschwanstein Castle and we were not disappointed by the breathtaking look of it. We bought a two-way bus ticket to get to the Castle from Schwangau and tickets to get inside (booked online).
We were a little early for the visit so decided to go to the Marienbrücke (Mary's Bridge), which was amazing. Very nice view on the castle but unfortunately it was crowded which made it difficult to cross the bridge peacefully. We then took the little trail up the mountain next to the bridge to have an even better view of the castle (careful, it is pretty steep, you will need some good shoes to get up there).
Once time was up, we went to the castle....and what a disappointment. We paid 13 euros each for a guided tour which probably lasted 20 minutes. We went through the rooms so fast we didn't have time to look at everything properly. Plus lots of artifacts were covered by white sheets (being restored, I suppose). Finally, some parts of the castle were being worked on, which somehow ruined a bit of the experience (we were not warned beforehand that some parts would be closed).
I would definitely recommend to go see the castle from outside, but I reckon it's not worth the visit inside.",Level 3 Contributor,4 Helpful votes,0.1657815278,"beautiful Neuschwanstein Castle, visit, ""Marys Bridge"", time, parts, better view, nice view, little trail, breathtaking look, guided tour, mountain, two-way bus ticket, lots of artifacts, white sheets, euros, minutes, Marienbrücke, Schwangau, tickets, good shoes, rooms, disappointment, experience"
Linda37g,ui_bubble_rating bubble_50,Date of experience: December 2018,en,We visited here just after Christmas and its just wow amazing .We were stayibg in Fussen and our receptionist advised us to get here very early before ticket office is open even .We got the bus out and arrived 10 mins after opening time and we were in queue for 1 hour .One can prebooked tickets online 2 days in advance save queueing .We wanted to tour both Hohenschwangau and Neuschwestein Castles so we got allocated 1030 for 1 and 130pm for the other .Arrive at Castel have a walk round before tour starts and enjoy.The walk up to Neuschwestein is very steep but well worth it its magical views are amazing and it had snowed so everything was picture perfect .Put this place on your bucket list to see its fab .,Level 4 Contributor,25 Helpful votes,0.5,"walk, tour, just wow amazing, Neuschwestein Castles, stayibg, magical views, place, bucket list, tickets, days, advance, Fussen, Christmas, time, mins, bus, ticket office, hour, queueing, receptionist, Hohenschwangau, Castel"
MattyL09,ui_bubble_rating bubble_40,Date of experience: January 2019,en,"We went to Neuschwanstein from Munich for the day. We found it slightly cheaper to take public transport. On arrival, the bus to the castle wasn’t running, meaning a long wait for the horse & cart, or a walk.
The castle itself is incredible & well worth the visit. The tour runs every 5 minutes and you are given a handheld audio tour. In my opinion, the groups were too big - often there wasn’t long enough to look around each of the rooms & there were so many people that you either missed-out seeing part of the room, or the audio was telling you about the next room, when you were still queuing to leave the last.
My travel guide had assured me the views from each window were breathtaking - unfortunately the windows were either covered in dust and/condensation and the view wasn’t visible.
The tour is quite short & then you are led to the cafe, which is quite small.
I would absolutely recommend a trip to Neuschwanstein, but I feel alterations need to be made to the tour to make it worth the money - if it were like this in January, it must be awful in the height of summer!",Level 3 Contributor,2 Helpful votes,0.1652699113,"handheld audio tour, Neuschwanstein, castle, long wait, views, horse, cart, condensation, dust, windows, public transport, opinion, groups, height of summer, travel guide, walk, Munich, day, arrival, bus, minutes, rooms, people, cafe, visit, trip, alterations, money"
X19DOC,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"The original Castle Neuschwanstein - Do what you want but make sure that you have visit it once in your lifetime !!!
We visited it at the 3rd of January 2019 for two days.
Dreamful winterscenery 30 cm Snow - intensiv snowing - cold - and also Blue sky and a few sunbeams mixed with a few hours of bright clear view !!
Unbelievable and thrilling two great days infantasic history place. !!
A few Special advices:
Take 2 days Time for it (
You have 4 huge parking lot P1,2,3,4 so you can come buy car.
But Get up early and Buy your Tickets direkt at the Ticket Center.
The waiting line will get longer and longer „The early Bird get the worm“
Take Minimum a 90min later Castle Tour you Need the Time to Reach the Castle entrance Gate.
(You don’t need any Internet transfer offer inklusive ticket - there‘re unserious offers online!! Because the „Königsschlösser“ (kingcastles) are just 5km from Füssen away, take the bus or even a taxi is quite affordable!))
Walk up the hill to the castle ( it takes 40 min ! Hill up!)
Or
Take the horsecarrige Ride for the way up ! And Walk the last Meters to the entrance.
There is also a bustransfer available.
Arrived at the castle :
Depending of the Time your guided Tour Starts.
Make your Fotosession from the Outside.
Walk to the „ Marienbrücke“ and enjoy the fantastisch view of the Castle and landscape, Don‘t miss it !! The Walk there and back will take you 40 min.
Plan to be at the entrance Gate 15 min ahead of the Tour Start.
Enjoy the fantastisch Tour through King Ludwig II. Dreamcastle.
After it take lunch at the Schlosshotel /-Restaurant of course some traditional Bavarian Food!! Taste it !
Browse through the Souvenir Shop.
Enjoy the fantastic view at the Castle and the landscape .
If you still fit, Walk the way back to The Valley.
Depending of the Time
Visit as Second the Castel of Hoenschwangau
And
The Museum of the Bavarian Kings
Both Castle and the Museum is to much for one day.
The best is:
First day => Hohenschwangau and the Museum „BavarianKings“
Second day=>The ultimate finale with the Castle Neuschwanstein
So you have enough Time for a joyable visit !!
Enjoy it
We loved it !!",Level 3 Contributor,5 Helpful votes,0.8627656698,"Walk, later Castle Tour, Castle entrance Gate, original Castle Neuschwanstein, days Time, fantastisch Tour, Museum, fantastisch view, guided Tour, landscape, fantastic view, way, joyable visit, hill, Ticket Center, hours of bright clear view, Bavarian Kings, early Bird, great days infantasic history place, traditional Bavarian Food, Internet transfer offer inklusive ticket, Snow - intensiv snowing - cold, Restaurant, sunbeams, ultimate finale, Blue sky, Dreamful winterscenery, huge parking lot P1, Schlosshotel, Tickets direkt, King Ludwig, Hohenschwangau, Don, Minimum, unserious offers, taxi, lunch, worm, horsecarrige Ride, BavarianKings, Plan, Marienbrücke, Special advices, waiting line, Königsschlösser, kingcastles, bustransfer available, Fotosession, Outside, Souvenir Shop, Castel of Hoenschwangau, Füssen, Valley, Meters, lifetime, Dreamcastle, best"
juli_juless,ui_bubble_rating bubble_30,Date of experience: August 2018,en,"My rate is 3 because we did not get to see the inside of the Castle as it was closed that day or during the time we were there, I am not sure. There were large groups waiting to go in, maybe only groups were allowed. Prepare yourself for quite a hike to reach the top or take a horse carriage that will make it easy for you. We went in the weekend and the place was packed, full of tourist groups, the bathroom at the bottom of the hill was disgusting, and had to wait in line for a while to use it, also have your coins ready like every restroom in Germany. On the way up you can find plenty of souvenir shops, food and drinks were pricy the same as any touristic attraction. We did not pay anything, we just went in the half yard which was open and snapped a few photos and that was it. If you stay far away and make the trip, make sure they are open to see the inside. Also, another downside was the renovation going on at the gate which took a bit of the charm away.",Level 5 Contributor,25 Helpful votes,0.1316224039,"tourist groups, large groups, inside, food, drinks, souvenir shops, coins ready, restroom, Germany, bathroom, renovation, day, horse carriage, place, touristic attraction, Castle, half yard, trip, downside, gate, time, weekend, hill, photos, rate, hike, line, way, charm"
Iguane2013,ui_bubble_rating bubble_50,Date of experience: June 2018,en,"incredible masterpiece, when you drive trough the castle the roads are amazing and the castle is magnificent!",Level 4 Contributor,14 Helpful votes,0.9772370458,"castle, trough, roads, incredible masterpiece"
Our W,ui_bubble_rating bubble_40,Date of experience: January 2019,en,"Of course one of the most beautiful man made structures on earth and set in an amazing area the Neuschwanstein castle is amazing. That being said, what you don’t see when you look at a picture of the castle is the crowds and man are they bad!
Two bits of advice:
You have to book your tickets to go inside the castle a long long ways ahead. We heard people had booked their tickets 3 months ahead of time. If you didn’t book ahead you can apparently still get tickets day of but you need to start lining up around 7 am day of to have any chance at getting tickets.
Walk up to the castle. It’s fun and the sleigh rides are a total waste. You picture yourself on a romantic sleigh ride to Cinderella’s castle but instead your packed into a sleigh with 20,000 other people Crammed in line a sardine. Just walk up! It’s good exercise not that far and super pretty to appreciate the castle from different angles as you work your way up.",Level 4 Contributor,6 Helpful votes,0.801261723,"Cinderella’s castle, Neuschwanstein castle, tickets day, sleigh rides, people, picture, romantic sleigh ride, long long ways, amazing area, beautiful man, earth, super pretty, crowds, different angles, structures, total waste, months, good exercise, line, sardine, time, chance, bits of advice"
RogerC314,ui_bubble_rating bubble_50,Date of experience: January 2019,en,We went with Gray Line on their normal (not the premium) Royal Castles day excursion to Linderhof and Neuschwanstein castles and what a great day. Our guide Stephanie and driver Simon were both superb with good subject knowledge and great senses of humour. Highly recommended.,Level 4 Contributor,30 Helpful votes,0.98310709,"great day, Neuschwanstein castles, Royal Castles day excursion, great senses of humour, good subject knowledge, Linderhof, driver Simon, premium, guide Stephanie, Gray Line"
richoma,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"My wife & I went on an organised tour from Munich which was booked via Expedia. We arrived around 10.00 & the castle was surrounded with mist which obscured some parts for photos but soon cleared. On arrival we were given timed tickets & told by our guide to be at the main entrance at the precise time as you only have a 5minute window to scan you ticket to get in, failure to do this will result in you being turned away. There is quite a step walk up a hill for about 30-40 mins so not good if you have mobility problems. There are however horse drawn buggies both for going up & coming down but they are very busy & you might miss your ticket slot if you wait around. The buggies also only go so far up & so you still have to make the last ascent by foot. Upon entering the castle you are given an audio guide in your chosen language which is automatically triggered as you go around. You are also accompanied by an official castle guide. The inside is very well preserved & shows how the King used to live etc with lots to see. The tour lasts around 25mins & is very well organised & informative. I would recommend this attraction but would not recommend trying to do this on your own as it is very very busy & tickets sell out quickly. It is more expensive to do an organised tour but well worth it...",Level 5 Contributor,18 Helpful votes,0.0357037485,"organised tour, official castle guide, audio guide, mins, buggies, timed tickets, ticket slot, main entrance, precise time, mist, chosen language, Munich, mobility problems, parts, photos, hill, arrival, ascent, foot, minute window, inside, King, step, Expedia, horse, wife, attraction, failure"
lilyintx,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"I was so excited to visit the castle- we reserved a tour at the train station, very reasonable- did not have to wait in line when we got there. It was a Monday so it wasn’t incredibly packed, but there was a train strike. Luckily our tour company provided a large bus for us.. sad because I was looking forward to the train. It was a tough walk to the top, our friends did it and we ended up taking the carriage. Ridiculously expensive like $12 to go up then $17 to go down. I hope it’s going toward the care of the horses. Loved the castle, sucks that you can’t take pictures inside. Highly recommend visiting! The alps are amazing and this was the highlight of my trip.",Level 4 Contributor,16 Helpful votes,0.7745942473,"train station, train strike, castle, tour company, large bus, highlight, sucks, tough walk, care, horses, friends, alps, trip, pictures, line, carriage"
SUZUKIJR,ui_bubble_rating bubble_50,Date of experience: January 2019,en,"We got a car form SIXT and went to the castle . It is around 1:45 h by car directly to the place through autobahn and part of Romantic route . It is safe . My tip is : buy the tickets online in advance to avoid long lines . You do not need a ticket to see outside the castle . But to make a inside tour it is needed. It is a guided tour that lasts around 20 minutes .
My second tip is park at P4. It is closer to the tickets center and entrance to the hill ( that takes you to the castle).",Level 5 Contributor,21 Helpful votes,0.5,"castle, tip, tickets center, guided tour, inside tour, car form SIXT, autobahn, place, entrance, advance, hill, Romantic route, long lines, minutes, park, P4"
markmercado,ui_bubble_rating bubble_40,Date of experience: May 2018,en,"Disney's peg is truly a magical experience. I love the story surrounding this castle and the royal family involved in it. However, the number of visiting tourists is just overwhelming. It can get extremely crowded. Anyhow, this is something tick off from your bucket list. P.S. You can get cheap souvenirs inside the castle (just look for the clearance items - red tags)",Level 3 Contributor,10 Helpful votes,0.8202991486,"castle, clearance items - red tags, ""Disneys peg"", magical experience, number of visiting tourists, royal family, cheap souvenirs, story, bucket list"
D9448VCchristinec,ui_bubble_rating bubble_10,Date of experience: January 2019,en,"We visited a total of 7 castles between Germany, Czech Republic and Austria, this was by FAR the worst. The trip out to Schwangau alone was a complete RIP off. They seem to be aware that there is only 1 reason to go out to Schwangau, which is to see the castle so they over charge. It was about 125 euros for the train from Münich for 2 people. We arrive around 8:15am because we were told tickets run out quickly. There were masses of people there already waiting in line when we arrived. We went to both Neuchwanstein and Hohenschwangau Castle. They were about 30 minute tours, which we waited hours for. We saw about 1/4 of the inside of the castles at best. Keep in mind these castles are not true medieval castles. They were built in the medieval fashion for Federick II's pleasure and you can tell, they are not opulent or magnificent. There was nothing impressive except the location in comparison to any other castle. The king only lived there for 167 days then died. The castles were opened up for the public 2 weeks later. This was essentially a tourist destination from the beginning. You are better for seeing the Disney Castle in Orlando. They also do not allow photos, which many other castles do. The hoards of tourists were unbearable. We also ate at a couple of the restaurants At the foot of the castle which were super full. We found the food to be poor and the service even worse. If you want to see incredible castles in Germany, take a day trip to Potsdam. Save your time and money going to other places of greater historic value and beauty.",Level 2 Contributor,6 Helpful votes,0.1122878492,"incredible castles, true medieval castles, Hohenschwangau Castle, Disney Castle, Germany, medieval fashion, day trip, masses of people, places of greater historic value, beauty, ""Federick IIs pleasure"", foot, Czech Republic, service, money, train, Münich, Austria, location, comparison, restaurants, mind, minute tours, hours, tourist destination, beginning, hoards of tourists, food, euros, couple, time, reason, complete RIP, Potsdam, Neuchwanstein, Orlando, inside, best, total, king, days, weeks, line, charge, photos, worst, tickets"
SrikanthSrinivas,ui_bubble_rating bubble_50,Date of experience: February 2018,en,"amazing castle built on top of hill. One has to come to Fussen, take a bus to Schwangau and reach ticket centre at the foot of the hill. Buses ferrey visitors to the castle gate, but watch for the frequency. Visit the website and block the slot for visit before coming to castle. This castle reminds of the one of Disneyland. A must visit castle, though not completed fully and only some rooms are open to public. This castle looks amazing when snow clad. A view of the castle from the iron bridge located before the castle is awesome. From the castle we can sight the bridge and the waterfall, which is priceless.",Level 4 Contributor,28 Helpful votes,0.951698184,"amazing castle, castle gate, hill, iron bridge, ticket centre, Schwangau, Buses ferrey visitors, foot, slot, rooms, public, Fussen, waterfall, website, view, snow, frequency, Disneyland"
xlalalaur3n,ui_bubble_rating bubble_40,Date of experience: September 2018,en,"The castle has a steep incline to the top that I only recommend those who are decently fit to hike on their own. Otherwise take a carriage because people were struggling left and right and we actually had an older gentlemen from our tour who couldn't make it down after the hike.
Also, make sure you go to the bridge! You'll have those picture views you're looking for.",Level 6 Contributor,41 Helpful votes,0.8140431643,"hike, castle, steep incline, carriage, people, left, older gentlemen, tour, bridge, picture views"
iqttrvlr,ui_bubble_rating bubble_50,Date of experience: September 2018,en,"Just as imagined, with a wonderful story to go with it. On my bucket list since I first heard about it. In my opinion it is the most beautiful castle there is.",Level 6 Contributor,35 Helpful votes,0.9515302181,"beautiful castle, opinion, wonderful story, bucket list"
weeksj2015,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"We were at the castle In December and arrived late. The castle was very nice from the outside, the attention to details was outstanding. There is a horse drawn carriage that will take you to the castle if you want to wait in line. Tours are reasonable and very informative.",Level 6 Contributor,17 Helpful votes,0.818451643,"castle, attention, outside, details, Tours, horse, carriage, line"
clmccor,ui_bubble_rating bubble_20,Date of experience: December 2018,en,"The inside of the castle is beautiful - the effort is not.
The amount of effort and physical pain it took to get here was horrible.
It sold out by 1130. We had to stand on the train there, people touching you on all sides for 2 hours. Once there we had to waste time in the cold either hiking or standing as all the shops we're closed in the town and the ones that were open tourists were fighting for seats.
We hiked 20 min uphill only to find they closed all the paths due to safety. Which is fine, but tell me that at the bottom of the icey hill.
Finally getting a chance to go through the mosh pit to see the unheated castle, we were so exhausted we couldn't even appreciate it.
We waited in line for the bus. Then people panicked when they saw the number of people in line and the size of the bus. Everyone stormed the buses. (We stayed in line and a new bus came right behind it).
If I thought the bus storming was bad ... That large crowd spread across 3 large busses now had to go on a small train. People pushed, scraped, hit to get on the train. Which we ended up standing again.
THEN the train broke down in the middle of the track and added an additional 1 hour to our 2.5 hour standing ride.
Overall, castle was beautiful but they need to get better at crowd control because it ruins absolutely everything about the experience.",Level 1 Contributor,3 Helpful votes,0.0084660053,"line, bus storming, new bus, number of people, small train, large crowd, unheated castle, effort, large busses, crowd control, open tourists, town, ones, track, pit, size, seats, physical pain, sides, middle, ride, inside, time, paths, safety, icey hill, hours, shops, chance, buses, experience"
donalde380,ui_bubble_rating bubble_40,Date of experience: November 2018,en,"We arrived to Neuschwanstein Castle early in the morning. The only tickets for the tours remaining were after 1:30pm. The tour was amazing; however there is a lot of walking and stair climbing involved. Also, you are not allowed to take any photos inside the castle. By the time our tour inside was complete all transportation down the hill was closed, so we had to walk at least a mile or so down the hill. I wouldn’t recommend this for elderly, handicapped, or disabled personnel.",Level 3 Contributor,15 Photos,0.1975940764,"hill, Neuschwanstein Castle, lot of walking, elderly, disabled personnel, stair, morning, transportation, tickets, tours, mile, photos, time"
zergblerg,ui_bubble_rating bubble_40,Date of experience: December 2018,en,"Neuschwanstien is a beautiful castle down in Bavaria. It is a fantastic piece of architecture with many beautiful pairings and wood carvings inside. However, getting there in peak season one has to be very committed. Over the Christmas period the lines for anything are huge and it is crucial to book ahead. The bridge was packed full of people with little no no room to move. Food lines,bus lines, restaurants lines and the car park were all over flowing. It is not friendly for people with limited mobility as it is a 40minutr walk up to the castle (there is also a bus and horse and Carrige that runs but sometimes they don't and they so cost money)",Level 5 Contributor,7 Helpful votes,0.7729213238,"bus lines, restaurants lines, Food lines, beautiful castle, people, beautiful pairings, car park, fantastic piece of architecture, limited mobility, wood carvings, Christmas period, book, minutr, horse, Carrige, Neuschwanstien, Bavaria, peak season, cost money, bridge, room"
fj-tripper,ui_bubble_rating bubble_20,Date of experience: December 2018,en,"Overall, this very touristy historical site is underwhelming. There is a lot of foofaraw and expense to get there (prebooked tickets for a specific timeslot, 6€ parking, 40 minute walk up the mountain, much queuing, many tourists) for what in the end is a 30 minute tour of an unfinished building. The exit with its 2 gift shops and cafe is longer than the tour itself! Most disappointingly, photos are not allowed on the tour. I understand forbidding flash and selfie sticks, but the full camera ban seems driven solely by the intent to push as many tourists through as possible. Then to add insult, the “money-shot” photo of the front outside of the castle ie. the Disney view, is not accessible, at least in winter. The path and bridge are closed. I presume this is only in winter, but it is possible the closure is permanent. This results in some dangerous behaviour on the part of tourists who have travelled a long way and spent a lot of time and money to get here, and get the classic photo of this attraction. If the bridge is open in summer, I would suggest skipping the tour and bringing a picnic to wander the paths and view the outside of the castle at your leisure.",Level 4 Contributor,23 Helpful votes,0.1820554733,"tourists, minute tour, money, bridge, outside, castle, winter, minute walk, lot of time, lot of foofaraw, classic photo, Disney view, selfie sticks, camera ban, prebooked tickets, specific timeslot, expense, parking, mountain, long way, gift shops, forbidding flash, dangerous behaviour, intent, queuing, cafe, unfinished building, end, touristy historical site, exit, results, summer, attraction, paths, closure, picnic, leisure, insult, photos"
Tampauro,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"I drove my family of 5 from Munich to the castle. Well worth it. It was beautiful. It was a long uphill walk. You can take a horse and buggy instead, but there are not many of those and they don’t come around often. We did the tour inside the castle and it was great. Well worth doing.",Level 6 Contributor,28 Helpful votes,0.959653914,"castle, worth, long uphill walk, Munich, horse, family, tour"
Davidcarmytraveler,ui_bubble_rating bubble_40,Date of experience: December 2018,en,This castle is beautiful from the outside but kind of underwhelming on the inside. Definitely come see it but feel free to skip the tour. Take your time on the hike up. It’s free to see the outside. Great scenic views of the valley as well.,Level 6 Contributor,133 Helpful votes,0.9716303349,"outside, kind of underwhelming, Great scenic views, valley, inside, castle, time, hike, tour"
CG O,ui_bubble_rating bubble_50,Date of experience: December 2018,en,Very beautiful and spectacular view. Can buy ticket on-site but very long queue. We queued for more than 90 mins just to buy ticket. Strongly suggest to book online to avoid this. Guided tour js compulsory and she is really good . Worth it.,Level 6 Contributor,133 Helpful votes,0.9359747171,"ticket, Guided tour js compulsory, spectacular view, long queue, mins"
jim80,ui_bubble_rating bubble_30,Date of experience: December 2018,en,"Visited in winter when transport nearer the castle does not run. The one mile walk uphill was challenging and as the castle has much building work there is a lot of scaffolding around it.
There are tours every 5 minutes and each tour has too many people. You are herded through small entrances and rooms using an audio guide. There were too many people on the tour meaning you could not see properly what was being described. Some of the group were unable to enter the rooms due to the amount already inside.
The castle is worth seeing but I cannot recommend paying 15 euros each for the inside tour.",Level 3 Contributor,8 Helpful votes,0.1106515825,"castle, inside tour, rooms, people, small entrances, audio guide, building work, lot of scaffolding, group, winter, transport, euros, minutes, mile"
eadfphoto,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"Beautiful landscapes. Awesome structure. The snow everywhere gave him an even more attractive taste. If the sun touches it, it looks breathtaking. I really recommend visiting this place if you are visiting Bavaria. Actually, it is a ""You-Must-Visit"" place. If you go by train from Munich, as we did, please be aware that it takes at least 3Hr to reach Fussen, that is the nearest town with Train Station.",Level 4 Contributor,8 Helpful votes,0.9497250319,"place, Train Station, nearest town, Fussen, Hr, Beautiful landscapes, Awesome structure, attractive taste, Bavaria, Visit, Munich, snow"
Can_Travel_2018,ui_bubble_rating bubble_30,Date of experience: December 2018,en,This castle was nice with good history. We enjoyed taking pictures of the castle from the bridge. There was a nearby restaurant. We were able to get tickets fairly easy at the ticket booth although our hotel was fully booked. We just walked up to the counter and waited for the next available tour. I've been to a few castles and this one isnt at the top of my list but it was definitely worth seeing. The tour was an hour which seemed a little short but the castle is unfinished.,Level 2 Contributor,8 Helpful votes,0.8968473673,"available tour, tickets, ticket booth, hour, good history, isnt, list, hotel, pictures, bridge, nearby restaurant, castles, counter"
Stormie C,ui_bubble_rating bubble_40,Date of experience: December 2018,en,"It’s a long day out from Munich- 2 hours each way by train to Füssen , then 10 minutes by bus to the castle location and ticket office. It was crazy busy the day we visited, 2 days before Christmas, and by the time we got to the ticket booth (10:30) the tours for the castle were selling out. Really glad to have reserved online. Even if you can’t get a tour you can still walk up to the castle ( or take a horse and cart , but those poor horses looked exhausted!) and get some great photos from the road above.
The tour is about 30 minutes and just shows a few rooms. Interesting story.
The town of Füssen looks quite charming, so staying over the night before could be a good option especially if you want to get an early tour.",Level 6 Contributor,48 Helpful votes,0.1616072357,"minutes, castle location, early tour, town of Füssen, ticket office, long day, ticket booth, hours, bus, Munich, way, train, poor horses, night, cart, time, great photos, road, good option, Christmas, days, Interesting story, rooms, tours"
welchtima,ui_bubble_rating bubble_50,Date of experience: September 2018,en,"We had want to visit this castle for many years, so on the road from the Black Forest to Munich, we stayed the night in Hohenschwangau and took an early tour of the castle. The walk up is steep but picturesque and offers a few nice views of the castle, I recommend walking however there are bus and horse-drawn carriage rides up. In Sept.2018 the front gate of the castle was under construction, but nothing else so we were able to get some good pictures. No cameras inside and they are watching closely, we had security come and admonish someone on our tour. The secret passage from the bedroom was impossible to see without knowing it was there - very nice.",Level 6 Contributor,48 Helpful votes,0.2335380316,"castle, early tour, nice views, road, Munich, secret passage, bedroom, Black Forest, night, Hohenschwangau, bus, horse, carriage, good pictures, walk, gate, construction, years, cameras, security"
870leesah,ui_bubble_rating bubble_50,Date of experience: December 2018,en,Absolutely must see this was a wonderful experience. We booked two weeks before arriving. Arrive at least 1.5 hours before tour.,Level 4 Contributor,4 Helpful votes,0.9118941426,"hours, wonderful experience, tour, weeks"
Debiprasad M,ui_bubble_rating bubble_50,Date of experience: October 2018,en,"An excellent escapade for people travelling to Munich or living in Munich like me. We drove to Neuschwanstein from Munich for 1.5 hours. The castle has spectacular views. For families with Kids, I would highly recommend to take the horse cart up to the castle and you can walk down the hill.",Level 2 Contributor,6 Helpful votes,0.8293199539,"Munich, castle, excellent escapade, people, spectacular views, horse cart, Neuschwanstein, hours, families, Kids"
bernie b,ui_bubble_rating bubble_40,Date of experience: December 2018,en,"Hi there
I have been here a few times.last time 5 years ago.
Came back today.
Well, very busy.
Parking is now a ridiculous 6 euros!!!
Really?is t it enough to charge for the toilet?
Anyway, dont waste your time, driving around to find a spot for free.
Once parked, you can either walk up to the castle or take the bus.
We took the bus.it is 3 euros round trip, which is ok,if.... you dont have to wait for the bus.
We had rain and waited about 20mins in the rain!why they cant put a gazebo or shelter up?i dont understand.
I recommend still to take the bus up there.
Entry into castle is free.but if you like to go into the tower and have a tour, it is 13.5 euro.you better book in advance if you like a tour.",Level 5 Contributor,62 Helpful votes,0.2458929718,"dont, bus, euros, tour, rain, castle, advance, better book, times, years, Parking, trip, mins, spot, Entry, tower, gazebo, toilet"
Chris R,ui_bubble_rating bubble_50,Date of experience: December 2018,en,Castle is less than 150 years old and clearly shows it inside. Much less dreary than many other castles. Be aware that currently (late 2018) you must walk about 1 kilometer up a road to the castle - or you can take the horse drawn carriage. The walk is not difficult - we took our time and pictures along the way and did it in 25 minutes.,Level 6 Contributor,98 Helpful votes,0.792829752,"walk, way, time, pictures, years old, kilometer, road, horse, carriage, castles, minutes"
LONPAR52,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"We did not pre-order tickets as our dates were not firm-however we decided to go anyway and hope for the best. We took the train from Munich’s HBF (main train station) at around 950am to Füssen, arriving close to 12noon. After arriving Füssen, we took the 78 bus to Hohenschwangau where we obtained tickets at the office up the hill from the bus stop-only had to wait 8 minutes for tickets! So now we had the choice of walking up the road to the castle or taking the horse and buggy ride. Buses do not run in winter, so we decided to walk-probably not a smart idea as I am asthmatic and it was tough-I recommend taking the horse/buggy or bus (if running) if you have health issues.
The tour only covers 6 rooms, but was interesting. Beautiful scenery and definitely worth your time if you enjoy old castles",Level 2 Contributor,4 Helpful votes,0.246884495,"horse, bus stop, Füssen, pre-order tickets, buggy ride, main train station, Munich’s HBF, time, dates, hill, office, rooms, road, smart idea, Beautiful scenery, old castles, noon, Hohenschwangau, hope, best, Buses, winter, health issues, tour, choice, minutes"
tubbagoogoo,ui_bubble_rating bubble_30,Date of experience: December 2018,en,"We had a good time visiting the castle, our hotel arranged the tickets and pick up was easy and efficient. Best advice would be to take
the horse carriage up and walk down...down is much easier then up :). Keep an eye on the carriage line up as it’s got it’s slower points early in the day. The tour is a bit short approx. 30 mins. But they cover many interesting points. Overall you can’t come here and not visit the castle and the tour does a fine job of that",Level 4 Contributor,14 Helpful votes,0.9345487356,"castle, tour, carriage line, slower points, horse carriage, interesting points, tickets, hotel, good time, fine job, eye, day, Best advice, mins"
vaevy,ui_bubble_rating bubble_30,Date of experience: December 2018,en,Maria bridge and the castle is under construction. No shuttle bus in winter time. I need to take horse instead. but you can walk up to the castle.,Level 4 Contributor,2 Helpful votes,0.5,"castle, shuttle bus, winter time, Maria bridge, construction, horse"
josettem481,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"For anyone who loves spectacular scenery and majestic rooms, you must definately visit Neuschwanstein castle. I preferred the scenery whereas Linderhoff castle is spectacular. A work of art",Level 3 Contributor,8 Photos,0.9752861261,"spectacular scenery, Linderhoff castle, Neuschwanstein castle, majestic rooms, work of art"
